pan ID	D39	D39V	EF3030	Hungary19A-6	TIGR4	670-6B	6A-10	70585	A026	A66	AP200	ASP0581	ATCC 49619	ATCC 700669	BM6001	BVJ1JL	CGSP14	G54	gamPNI0373	HU-OH	Hu15	Hu17	INV104	INV200	JJA	MDRSPN001	NCTC7465	NCTC7466	NU83127	OXC141	P1031	R6	SP49	SPN032672	SPN034156	SPN034183	SPN994038	SPN994039	SPNA45	ST556	Taiwan19F-14	TCH8431/19A	Xen35
PNEUPAN003840000	SPD_RS10490	SPV_RS10490	EF3030_RS10640	SPH_RS11495	SP_RS10990	SP670_RS11680	HKM25_RS10955	SP70585_RS11315	T308_RS10510	A66_RS09835	SPAP_RS10900	EL334_RS11250	EL263_RS10795	SPN23F_RS11245	ODS73_RS11585	JN057_RS10615	SPCG_RS11230	SPG_RS10475	HMPREF1038_RS10640	EL271_RS10755	SPNHU15_RS10360	SPNHU17_RS10345	INV104_RS13905	SPNINV200_RS10650	SPJ_RS10810	MDRSPN_RS10330	AT689_RS03110	DQM66_RS10485	EL277_RS11190	SPNOXC_RS10540	SPP_RS10880	SPR_RS09995	BMJ42_RS11760	SPN032672_RS04940	SPN034156_RS05540	SPN034183_RS10550	SPN994038_RS10465	SPN994039_RS10470	SPNA45_RS11175	MYY_RS10935	SPT_RS10730	HMPREF0837_RS00845	CXP32_RS11135
PNEUPAN003841000	SPD_RS11810	SPV_RS11840		SPH_RS14135	SP_RS13560	SP670_RS14400	HKM25_RS11845	SP70585_RS14080	T308_RS13365			EL334_RS12445	EL263_RS11940		ODS73_RS11590	JN057_RS11490					SPNHU15_RS11075	SPNHU17_RS11100	INV104_RS13910	SPNINV200_RS12845	SPJ_RS13500	MDRSPN_RS11425		DQM66_RS11600	EL277_RS12075	SPNOXC_RS13240	SPP_RS13650	SPR_RS10910	BMJ42_RS13485			SPN034183_RS13230	SPN994038_RS13140	SPN994039_RS13145		MYY_RS13480	SPT_RS13180	HMPREF0837_RS12830	CXP32_RS12505
PNEUPAN003842000	SPD_RS10500	SPV_RS10500	EF3030_RS10650	SPH_RS11505	SP_RS11000	SP670_RS11690	HKM25_RS10965	SP70585_RS11325	T308_RS10520	A66_RS09840	SPAP_RS10905	EL334_RS11260	EL263_RS10805	SPN23F_RS11250	ODS73_RS11595	JN057_RS10625	SPCG_RS11235	SPG_RS10480	HMPREF1038_RS10645	EL271_RS10765	SPNHU15_RS10370	SPNHU17_RS10350	INV104_RS10910	SPNINV200_RS10655	SPJ_RS10815	MDRSPN_RS10340	AT689_RS03100	DQM66_RS10495	EL277_RS11200	SPNOXC_RS10545	SPP_RS10885	SPR_RS10005	BMJ42_RS11770	SPN032672_RS04935	SPN034156_RS05545	SPN034183_RS10560	SPN994038_RS10475	SPN994039_RS10480	SPNA45_RS11180	MYY_RS10945	SPT_RS10740	HMPREF0837_RS00855	CXP32_RS11145
PNEUPAN003843000																											AT689_RS03095		EL277_RS11205					SPN032672_RS04930									
PNEUPAN003844000	SPD_RS10505	SPV_RS10505	EF3030_RS10655	SPH_RS11510	SP_RS11005	SP670_RS11695	HKM25_RS10970	SP70585_RS11330	T308_RS10525	A66_RS09845	SPAP_RS10910	EL334_RS11265	EL263_RS10810	SPN23F_RS11255	ODS73_RS11600	JN057_RS10630	SPCG_RS11240	SPG_RS10485	HMPREF1038_RS10650	EL271_RS10770	SPNHU15_RS10375	SPNHU17_RS10355	INV104_RS10915	SPNINV200_RS10660	SPJ_RS10820	MDRSPN_RS10345		DQM66_RS10500	EL277_RS11210	SPNOXC_RS10550	SPP_RS10890	SPR_RS10010	BMJ42_RS11775		SPN034156_RS05550	SPN034183_RS10565	SPN994038_RS10480	SPN994039_RS10485	SPNA45_RS11185	MYY_RS10950	SPT_RS10745	HMPREF0837_RS00860	CXP32_RS11150
PNEUPAN003845000	SPD_RS10510	SPV_RS10510	EF3030_RS10660	SPH_RS11515	SP_RS11010	SP670_RS11700	HKM25_RS10975	SP70585_RS11335	T308_RS10530	A66_RS09850	SPAP_RS10915	EL334_RS11270	EL263_RS10815	SPN23F_RS11260	ODS73_RS11605	JN057_RS10635	SPCG_RS11245	SPG_RS10490	HMPREF1038_RS10655	EL271_RS10775	SPNHU15_RS10380	SPNHU17_RS10360	INV104_RS10920	SPNINV200_RS10665	SPJ_RS10825	MDRSPN_RS10350	AT689_RS03090	DQM66_RS10505	EL277_RS11215	SPNOXC_RS10555	SPP_RS10895	SPR_RS10015	BMJ42_RS11780	SPN032672_RS04925	SPN034156_RS05555	SPN034183_RS10570	SPN994038_RS10485	SPN994039_RS10490	SPNA45_RS11190	MYY_RS10955	SPT_RS10750	HMPREF0837_RS00865	CXP32_RS11155
PNEUPAN003846000			EF3030_RS10665			SP670_RS11705		SP70585_RS11340				EL334_RS11275	EL263_RS10820			JN057_RS10640	SPCG_RS11250	SPG_RS10495								MDRSPN_RS10355	AT689_RS03085			SPNOXC_RS10560			BMJ42_RS11785			SPN034183_RS10575	SPN994038_RS10490	SPN994039_RS10495					
PNEUPAN003847000	SPD_RS10515	SPV_RS10515		SPH_RS11520	SP_RS11015		HKM25_RS10980		T308_RS10535	A66_RS09855	SPAP_RS10920			SPN23F_RS11265	ODS73_RS11610				HMPREF1038_RS10660	EL271_RS10780	SPNHU15_RS10385	SPNHU17_RS10365	INV104_RS10925	SPNINV200_RS10670	SPJ_RS10830			DQM66_RS10510	EL277_RS11220		SPP_RS10900	SPR_RS10020		SPN032672_RS04920	SPN034156_RS05560				SPNA45_RS11195	MYY_RS10960	SPT_RS10755	HMPREF0837_RS00870	CXP32_RS11160
PNEUPAN003848000			EF3030_RS10670			SP670_RS11710		SP70585_RS11345				EL334_RS11280	EL263_RS10825			JN057_RS10645	SPCG_RS11255	SPG_RS13250								MDRSPN_RS10360	AT689_RS03080			SPNOXC_RS10565			BMJ42_RS11790			SPN034183_RS10580	SPN994038_RS10495	SPN994039_RS10500					
PNEUPAN003849000																																		SPN032672_RS14115									
PNEUPAN003850000	SPD_RS10520	SPV_RS10520		SPH_RS11525	SP_RS11020		HKM25_RS10985		T308_RS10540	A66_RS09860	SPAP_RS10925			SPN23F_RS11270	ODS73_RS11615				HMPREF1038_RS10665	EL271_RS10785	SPNHU15_RS10390	SPNHU17_RS10370	INV104_RS10930	SPNINV200_RS10675	SPJ_RS10835			DQM66_RS10515	EL277_RS11225		SPP_RS10905	SPR_RS10025		SPN032672_RS04900	SPN034156_RS05565				SPNA45_RS11200	MYY_RS10965	SPT_RS10760	HMPREF0837_RS00875	CXP32_RS11165
PNEUPAN003851000	SPD_RS10525	SPV_RS10525		SPH_RS11530	SP_RS11025		HKM25_RS10990		T308_RS10545	A66_RS09865	SPAP_RS10930			SPN23F_RS11275	ODS73_RS11620				HMPREF1038_RS10670	EL271_RS10790	SPNHU15_RS10395	SPNHU17_RS10375	INV104_RS10935	SPNINV200_RS10680	SPJ_RS10840			DQM66_RS10520	EL277_RS11230		SPP_RS10910	SPR_RS10030		SPN032672_RS04895	SPN034156_RS05570				SPNA45_RS11205	MYY_RS10970	SPT_RS10765	HMPREF0837_RS00880	CXP32_RS11170
PNEUPAN003852000	SPD_RS10530	SPV_RS10530		SPH_RS11535	SP_RS11030		HKM25_RS10995		T308_RS10550	A66_RS09870	SPAP_RS10935			SPN23F_RS11280	ODS73_RS11625				HMPREF1038_RS10675	EL271_RS10795	SPNHU15_RS10400	SPNHU17_RS10380	INV104_RS10940	SPNINV200_RS10685	SPJ_RS10845			DQM66_RS10525	EL277_RS11235		SPP_RS10915	SPR_RS10035		SPN032672_RS04890	SPN034156_RS05575				SPNA45_RS11210	MYY_RS10975	SPT_RS10770	HMPREF0837_RS00885	CXP32_RS11175
PNEUPAN003853000			EF3030_RS10675			SP670_RS11715		SP70585_RS11350				EL334_RS11285	EL263_RS10830			JN057_RS10650	SPCG_RS11260	SPG_RS10505								MDRSPN_RS10365	AT689_RS03075			SPNOXC_RS10570			BMJ42_RS11795			SPN034183_RS10585	SPN994038_RS10500	SPN994039_RS10505					
PNEUPAN003854000			EF3030_RS10685			SP670_RS11725		SP70585_RS11360				EL334_RS11295	EL263_RS10840			JN057_RS10660	SPCG_RS11270	SPG_RS10515								MDRSPN_RS10375	AT689_RS03065			SPNOXC_RS10580			BMJ42_RS11805			SPN034183_RS10595	SPN994038_RS10510	SPN994039_RS10515					
PNEUPAN003855000	SPD_RS10535	SPV_RS10535		SPH_RS11540	SP_RS11035		HKM25_RS11000			A66_RS09875	SPAP_RS10940			SPN23F_RS11285	ODS73_RS11630				HMPREF1038_RS10680	EL271_RS10800	SPNHU15_RS10405	SPNHU17_RS10385	INV104_RS10945	SPNINV200_RS10690	SPJ_RS10850			DQM66_RS10530	EL277_RS11240		SPP_RS10920	SPR_RS10040		SPN032672_RS04885	SPN034156_RS05580				SPNA45_RS11215	MYY_RS10980	SPT_RS10775	HMPREF0837_RS00890	CXP32_RS11180
PNEUPAN003856000	SPD_RS10540	SPV_RS10540		SPH_RS11545	SP_RS11040		HKM25_RS11005		T308_RS10560	A66_RS09880	SPAP_RS10945			SPN23F_RS11290	ODS73_RS11635				HMPREF1038_RS10685	EL271_RS10805	SPNHU15_RS10410	SPNHU17_RS10390	INV104_RS10950	SPNINV200_RS10695	SPJ_RS10855			DQM66_RS10535	EL277_RS11245		SPP_RS10925	SPR_RS10045		SPN032672_RS04880	SPN034156_RS05585				SPNA45_RS11220	MYY_RS10985	SPT_RS10780	HMPREF0837_RS00895	CXP32_RS11185
PNEUPAN003857000			EF3030_RS10695			SP670_RS11735		SP70585_RS11370				EL334_RS11305	EL263_RS10850			JN057_RS10670	SPCG_RS11280	SPG_RS10525								MDRSPN_RS10385	AT689_RS03055			SPNOXC_RS10590			BMJ42_RS11815			SPN034183_RS10605	SPN994038_RS10520	SPN994039_RS10525					
PNEUPAN003858000			EF3030_RS10700			SP670_RS11740		SP70585_RS11375				EL334_RS11310	EL263_RS10855			JN057_RS10675	SPCG_RS11285	SPG_RS10530								MDRSPN_RS10390	AT689_RS03050			SPNOXC_RS10595			BMJ42_RS11820			SPN034183_RS10610	SPN994038_RS10525	SPN994039_RS10530					
PNEUPAN003859000	SPD_RS10545	SPV_RS10545		SPH_RS11550	SP_RS11045		HKM25_RS11010		T308_RS10565	A66_RS09885	SPAP_RS10950			SPN23F_RS11295	ODS73_RS11640				HMPREF1038_RS10690	EL271_RS10810	SPNHU15_RS10415	SPNHU17_RS10395	INV104_RS10955	SPNINV200_RS10700	SPJ_RS10860			DQM66_RS10540	EL277_RS11250		SPP_RS10930	SPR_RS10050		SPN032672_RS04875	SPN034156_RS05590				SPNA45_RS11225	MYY_RS10990	SPT_RS10785	HMPREF0837_RS00900	CXP32_RS11190
PNEUPAN003860000	SPD_RS10550	SPV_RS10550		SPH_RS11555	SP_RS11050		HKM25_RS11015		T308_RS10570	A66_RS09890	SPAP_RS10955			SPN23F_RS11300	ODS73_RS11645				HMPREF1038_RS10695	EL271_RS10815	SPNHU15_RS10420	SPNHU17_RS10400	INV104_RS10960	SPNINV200_RS10705	SPJ_RS10865			DQM66_RS10545	EL277_RS11255		SPP_RS10935	SPR_RS10055		SPN032672_RS04870	SPN034156_RS05595				SPNA45_RS11230	MYY_RS10995	SPT_RS10790	HMPREF0837_RS00905	CXP32_RS11195
PNEUPAN003861000	SPD_RS10555	SPV_RS10555	EF3030_RS10705	SPH_RS11560	SP_RS11055	SP670_RS11745	HKM25_RS11020	SP70585_RS11380	T308_RS10575	A66_RS09895	SPAP_RS10960	EL334_RS11315	EL263_RS10860	SPN23F_RS11305	ODS73_RS11650	JN057_RS10680	SPCG_RS11290	SPG_RS10535	HMPREF1038_RS10700	EL271_RS10820	SPNHU15_RS10425	SPNHU17_RS10405	INV104_RS10965	SPNINV200_RS10710	SPJ_RS10870	MDRSPN_RS10395	AT689_RS03045	DQM66_RS10550	EL277_RS11260	SPNOXC_RS10600	SPP_RS10940	SPR_RS10060	BMJ42_RS11825	SPN032672_RS04865	SPN034156_RS05600	SPN034183_RS10615	SPN994038_RS10530	SPN994039_RS10535	SPNA45_RS11235	MYY_RS11000	SPT_RS10795	HMPREF0837_RS00910	CXP32_RS11200
PNEUPAN003862000	SPD_RS10560	SPV_RS10560	EF3030_RS10710	SPH_RS11565	SP_RS11060	SP670_RS11750	HKM25_RS11025	SP70585_RS11385	T308_RS10580	A66_RS09900	SPAP_RS10965	EL334_RS11320	EL263_RS10865	SPN23F_RS11310	ODS73_RS11655	JN057_RS10685	SPCG_RS11295	SPG_RS10540	HMPREF1038_RS10705	EL271_RS10825	SPNHU15_RS10430	SPNHU17_RS10410	INV104_RS10970	SPNINV200_RS10715	SPJ_RS10875	MDRSPN_RS10400	AT689_RS03040	DQM66_RS10555	EL277_RS11265	SPNOXC_RS10605	SPP_RS10945	SPR_RS10065	BMJ42_RS11830	SPN032672_RS04860	SPN034156_RS05605	SPN034183_RS10620	SPN994038_RS10535	SPN994039_RS10540	SPNA45_RS11240	MYY_RS11005	SPT_RS10800	HMPREF0837_RS00915	CXP32_RS11205
PNEUPAN003863000																				EL271_RS11480																							
PNEUPAN003864000	SPD_RS10565	SPV_RS10565	EF3030_RS10720	SPH_RS11570	SP_RS11065	SP670_RS11755	HKM25_RS11030	SP70585_RS11390	T308_RS10585	A66_RS09905	SPAP_RS10970	EL334_RS11330	EL263_RS10875	SPN23F_RS11315	ODS73_RS11660	JN057_RS10690	SPCG_RS11300	SPG_RS10545	HMPREF1038_RS10710	EL271_RS10835	SPNHU15_RS10435	SPNHU17_RS10415	INV104_RS10975	SPNINV200_RS10720	SPJ_RS10880	MDRSPN_RS10410	AT689_RS03035	DQM66_RS10560	EL277_RS11275	SPNOXC_RS10610	SPP_RS10950	SPR_RS10070	BMJ42_RS11835	SPN032672_RS04855	SPN034156_RS05610	SPN034183_RS10625	SPN994038_RS10540	SPN994039_RS10545	SPNA45_RS11245	MYY_RS11010	SPT_RS10805	HMPREF0837_RS00920	CXP32_RS11215
PNEUPAN003865000	SPD_RS10570	SPV_RS10570	EF3030_RS10725	SPH_RS11575	SP_RS11070	SP670_RS11760	HKM25_RS11035	SP70585_RS11395	T308_RS10590	A66_RS09910	SPAP_RS10975	EL334_RS11335	EL263_RS10880	SPN23F_RS11320	ODS73_RS11665	JN057_RS10695	SPCG_RS11305	SPG_RS10550	HMPREF1038_RS10715	EL271_RS10840	SPNHU15_RS10440	SPNHU17_RS10420	INV104_RS10980	SPNINV200_RS10725	SPJ_RS10885	MDRSPN_RS10415	AT689_RS03030	DQM66_RS10565	EL277_RS11280	SPNOXC_RS10615	SPP_RS10955	SPR_RS10075	BMJ42_RS11840	SPN032672_RS04850	SPN034156_RS05615	SPN034183_RS10630	SPN994038_RS10545	SPN994039_RS10550	SPNA45_RS11250	MYY_RS11015	SPT_RS10810	HMPREF0837_RS00925	CXP32_RS11220
PNEUPAN003866000	SPD_RS10575	SPV_RS10575	EF3030_RS10730	SPH_RS11580	SP_RS11075	SP670_RS11765	HKM25_RS11040	SP70585_RS11400	T308_RS10595	A66_RS09915	SPAP_RS10980	EL334_RS11340	EL263_RS10885	SPN23F_RS11325	ODS73_RS11670	JN057_RS10700	SPCG_RS11310	SPG_RS10555	HMPREF1038_RS10720	EL271_RS10845	SPNHU15_RS10445	SPNHU17_RS10425	INV104_RS10985	SPNINV200_RS10730	SPJ_RS10890	MDRSPN_RS10420	AT689_RS03025	DQM66_RS10570	EL277_RS11285	SPNOXC_RS10620	SPP_RS10960	SPR_RS10080	BMJ42_RS11845	SPN032672_RS04845	SPN034156_RS05620	SPN034183_RS10635	SPN994038_RS10550	SPN994039_RS10555	SPNA45_RS11255	MYY_RS11020	SPT_RS10815	HMPREF0837_RS00930	CXP32_RS11225
PNEUPAN003867000	SPD_RS10580	SPV_RS10580	EF3030_RS10735	SPH_RS11585	SP_RS11080	SP670_RS11770	HKM25_RS11045	SP70585_RS11405	T308_RS10600	A66_RS09920	SPAP_RS10985	EL334_RS11345	EL263_RS10890	SPN23F_RS11330	ODS73_RS11675	JN057_RS10705	SPCG_RS11315	SPG_RS10560	HMPREF1038_RS10725	EL271_RS10850	SPNHU15_RS10450	SPNHU17_RS10430	INV104_RS10990	SPNINV200_RS10735	SPJ_RS10895	MDRSPN_RS10425	AT689_RS03020	DQM66_RS10575	EL277_RS11290	SPNOXC_RS10625	SPP_RS10965	SPR_RS10085	BMJ42_RS11850	SPN032672_RS04840	SPN034156_RS05625	SPN034183_RS10640	SPN994038_RS10555	SPN994039_RS10560	SPNA45_RS11260	MYY_RS11025	SPT_RS10820	HMPREF0837_RS00935	CXP32_RS11230
PNEUPAN003868000	SPD_RS10585	SPV_RS10585	EF3030_RS10740	SPH_RS11590	SP_RS11085	SP670_RS11775	HKM25_RS11050	SP70585_RS11410	T308_RS10605	A66_RS09925	SPAP_RS10990	EL334_RS11350	EL263_RS10895	SPN23F_RS11335	ODS73_RS11680	JN057_RS10710	SPCG_RS11320	SPG_RS10565	HMPREF1038_RS10730	EL271_RS10855	SPNHU15_RS10455	SPNHU17_RS10435	INV104_RS10995	SPNINV200_RS10740	SPJ_RS10900	MDRSPN_RS10430	AT689_RS03015	DQM66_RS10580	EL277_RS11295	SPNOXC_RS10630	SPP_RS10970	SPR_RS10090	BMJ42_RS11855	SPN032672_RS04835	SPN034156_RS05630	SPN034183_RS10645	SPN994038_RS10560	SPN994039_RS10565	SPNA45_RS11265	MYY_RS11030	SPT_RS10825	HMPREF0837_RS00940	CXP32_RS11235
PNEUPAN003869000																									SPJ_RS12925																		
PNEUPAN003870000	SPD_RS10590	SPV_RS10590	EF3030_RS10745	SPH_RS11595	SP_RS11090	SP670_RS11780	HKM25_RS11055	SP70585_RS11415	T308_RS10610	A66_RS09930	SPAP_RS10995	EL334_RS11355	EL263_RS10900	SPN23F_RS11340	ODS73_RS11685	JN057_RS10715	SPCG_RS11325	SPG_RS10570	HMPREF1038_RS10735	EL271_RS10860	SPNHU15_RS10460	SPNHU17_RS10440	INV104_RS11000	SPNINV200_RS10745	SPJ_RS10905	MDRSPN_RS10435	AT689_RS03010	DQM66_RS10585	EL277_RS11300	SPNOXC_RS10635	SPP_RS10975	SPR_RS10095	BMJ42_RS11860	SPN032672_RS04830	SPN034156_RS05635	SPN034183_RS10650	SPN994038_RS10565	SPN994039_RS10570	SPNA45_RS11270	MYY_RS11035	SPT_RS10830	HMPREF0837_RS00945	CXP32_RS11240
PNEUPAN003871000	SPD_RS10595	SPV_RS10595	EF3030_RS10750	SPH_RS11600	SP_RS11095	SP670_RS11785	HKM25_RS11060	SP70585_RS11420	T308_RS10615	A66_RS09935	SPAP_RS11000	EL334_RS11360	EL263_RS10905	SPN23F_RS11345	ODS73_RS11690	JN057_RS10720	SPCG_RS11330	SPG_RS10575	HMPREF1038_RS10740	EL271_RS10865	SPNHU15_RS10465	SPNHU17_RS10445	INV104_RS11005	SPNINV200_RS10750	SPJ_RS10910	MDRSPN_RS10440	AT689_RS03005	DQM66_RS10590	EL277_RS11305	SPNOXC_RS10640	SPP_RS10980	SPR_RS10100	BMJ42_RS11865	SPN032672_RS04825	SPN034156_RS05640	SPN034183_RS10655	SPN994038_RS10570	SPN994039_RS10575	SPNA45_RS11275	MYY_RS11040	SPT_RS10835	HMPREF0837_RS00950	CXP32_RS11245
PNEUPAN003872000	SPD_RS10600	SPV_RS10600	EF3030_RS10755	SPH_RS11605	SP_RS11100	SP670_RS11790	HKM25_RS11065	SP70585_RS11425	T308_RS10620	A66_RS09940	SPAP_RS11005	EL334_RS11365	EL263_RS10910	SPN23F_RS11350	ODS73_RS11695	JN057_RS10725	SPCG_RS14385	SPG_RS10580	HMPREF1038_RS10745	EL271_RS10870	SPNHU15_RS10470	SPNHU17_RS10450	INV104_RS11010	SPNINV200_RS10755	SPJ_RS10915	MDRSPN_RS10445	AT689_RS03000	DQM66_RS10595	EL277_RS11310	SPNOXC_RS10645	SPP_RS10985	SPR_RS10105	BMJ42_RS11870	SPN032672_RS04820	SPN034156_RS05645	SPN034183_RS10660	SPN994038_RS10575	SPN994039_RS10580	SPNA45_RS11280	MYY_RS11045	SPT_RS10840	HMPREF0837_RS00955	CXP32_RS11250
PNEUPAN003873000	SPD_RS10605	SPV_RS10605	EF3030_RS10760	SPH_RS11610	SP_RS11105	SP670_RS11795	HKM25_RS11070	SP70585_RS11430	T308_RS10625	A66_RS09945	SPAP_RS11010	EL334_RS11370	EL263_RS10915	SPN23F_RS11355	ODS73_RS11700	JN057_RS10730	SPCG_RS11340	SPG_RS10585	HMPREF1038_RS10750	EL271_RS10875	SPNHU15_RS10475	SPNHU17_RS10455	INV104_RS11015	SPNINV200_RS10760	SPJ_RS10920	MDRSPN_RS10450	AT689_RS02995	DQM66_RS10600	EL277_RS11315	SPNOXC_RS10650	SPP_RS10990	SPR_RS10110	BMJ42_RS11875	SPN032672_RS04815	SPN034156_RS05650	SPN034183_RS10665	SPN994038_RS10580	SPN994039_RS10585	SPNA45_RS11285	MYY_RS11050	SPT_RS10845	HMPREF0837_RS00960	CXP32_RS11255
PNEUPAN003874000					SP_RS11110																																						CXP32_RS11260
PNEUPAN003875000	SPD_RS10610	SPV_RS10610	EF3030_RS10765	SPH_RS11615	SP_RS11120	SP670_RS14405	HKM25_RS11850	SP70585_RS11435	T308_RS10630			EL334_RS11375	EL263_RS10920	SPN23F_RS11360	ODS73_RS11705	JN057_RS10735	SPCG_RS11345	SPG_RS10590	HMPREF1038_RS10755	EL271_RS10880	SPNHU15_RS10480	SPNHU17_RS10460	INV104_RS11020	SPNINV200_RS10765	SPJ_RS10925	MDRSPN_RS10455	AT689_RS02990	DQM66_RS10605	EL277_RS11320	SPNOXC_RS10655	SPP_RS10995	SPR_RS10115	BMJ42_RS11880	SPN032672_RS04810	SPN034156_RS05655	SPN034183_RS10670	SPN994038_RS10585	SPN994039_RS10590		MYY_RS11055	SPT_RS10850	HMPREF0837_RS00965	CXP32_RS11270
PNEUPAN003876000	SPD_RS10615	SPV_RS10615	EF3030_RS10770	SPH_RS11620	SP_RS12960	SP670_RS11805	HKM25_RS11085	SP70585_RS11440	T308_RS10635			EL334_RS11380	EL263_RS10925	SPN23F_RS14035	ODS73_RS11710	JN057_RS10740	SPCG_RS11350	SPG_RS10595	HMPREF1038_RS10760	EL271_RS10885	SPNHU15_RS10485	SPNHU17_RS10465	INV104_RS11025	SPNINV200_RS10775	SPJ_RS10930	MDRSPN_RS10460	AT689_RS02985	DQM66_RS10610	EL277_RS11325	SPNOXC_RS10660	SPP_RS11000	SPR_RS10120	BMJ42_RS11885	SPN032672_RS04805	SPN034156_RS05660	SPN034183_RS10675	SPN994038_RS10590	SPN994039_RS10595		MYY_RS11060	SPT_RS10855	HMPREF0837_RS00970	CXP32_RS11275
PNEUPAN003877000			EF3030_RS12115	SPH_RS14370	SP_RS13825	SP670_RS14685	HKM25_RS12115	SP70585_RS14350	T308_RS13595			EL334_RS12690	EL263_RS12090	SPN23F_RS14235	ODS73_RS12140	JN057_RS11730	SPCG_RS14240	SPG_RS13255	HMPREF1038_RS13595	EL271_RS12115	SPNHU15_RS11290	SPNHU17_RS11310	INV104_RS14165	SPNINV200_RS13570	SPJ_RS13720	MDRSPN_RS11655	AT689_RS13655		EL277_RS12755	SPNOXC_RS13500	SPP_RS13935		BMJ42_RS13785	SPN032672_RS14110	SPN034156_RS13140	SPN034183_RS13505	SPN994038_RS13410	SPN994039_RS13405		MYY_RS13715	SPT_RS13425	HMPREF0837_RS13235	CXP32_RS12765
PNEUPAN003878000	SPD_RS10630	SPV_RS10630	EF3030_RS10780	SPH_RS11630	SP_RS11145	SP670_RS11815	HKM25_RS11090	SP70585_RS11450	T308_RS10650			EL334_RS11390	EL263_RS10935	SPN23F_RS11380	ODS73_RS11715	JN057_RS10745	SPCG_RS11365	SPG_RS13025	HMPREF1038_RS10770	EL271_RS10895	SPNHU15_RS10490	SPNHU17_RS10470	INV104_RS11035	SPNINV200_RS10780	SPJ_RS10935	MDRSPN_RS10475	AT689_RS02975	DQM66_RS10625	EL277_RS11335	SPNOXC_RS10665	SPP_RS13655	SPR_RS10125	BMJ42_RS11895	SPN032672_RS04795	SPN034156_RS05665	SPN034183_RS10680	SPN994038_RS10595	SPN994039_RS10600		MYY_RS11075	SPT_RS10865	HMPREF0837_RS00980	CXP32_RS11285
PNEUPAN003879000	SPD_RS10635	SPV_RS10635	EF3030_RS10785	SPH_RS11635	SP_RS11150	SP670_RS11820	HKM25_RS11095	SP70585_RS11455	T308_RS10655			EL334_RS11395	EL263_RS10940	SPN23F_RS11385	ODS73_RS11720	JN057_RS11495	SPCG_RS11370	SPG_RS12425	HMPREF1038_RS13345	EL271_RS10900	SPNHU15_RS10495	SPNHU17_RS10475	INV104_RS11040	SPNINV200_RS10785	SPJ_RS10940	MDRSPN_RS10480	AT689_RS13320	DQM66_RS10630	EL277_RS11340	SPNOXC_RS10670	SPP_RS11015	SPR_RS10130	BMJ42_RS11900	SPN032672_RS04790	SPN034156_RS05670	SPN034183_RS10685	SPN994038_RS10600	SPN994039_RS10605		MYY_RS11080	SPT_RS10870	HMPREF0837_RS00985	CXP32_RS11290
PNEUPAN003880000	SPD_RS10640	SPV_RS10640	EF3030_RS10795	SPH_RS11640	SP_RS11155	SP670_RS11825	HKM25_RS11100	SP70585_RS11460	T308_RS10660	A66_RS09950	SPAP_RS11015	EL334_RS11405	EL263_RS10950	SPN23F_RS11390	ODS73_RS11725	JN057_RS10750	SPCG_RS11375	SPG_RS10610	HMPREF1038_RS10780	EL271_RS10910	SPNHU15_RS10500	SPNHU17_RS10480	INV104_RS11045	SPNINV200_RS10790	SPJ_RS10945	MDRSPN_RS10490	AT689_RS02970	DQM66_RS10635	EL277_RS11350	SPNOXC_RS10675	SPP_RS11020	SPR_RS10135	BMJ42_RS11905	SPN032672_RS04785	SPN034156_RS05675	SPN034183_RS10690	SPN994038_RS10605	SPN994039_RS10610	SPNA45_RS11290	MYY_RS11085	SPT_RS10875	HMPREF0837_RS00990	CXP32_RS11300
PNEUPAN003881000	SPD_RS10645	SPV_RS10645	EF3030_RS10800	SPH_RS11645	SP_RS11160	SP670_RS11830	HKM25_RS11105	SP70585_RS11465	T308_RS10665	A66_RS09955	SPAP_RS11020	EL334_RS11410	EL263_RS10955	SPN23F_RS11395	ODS73_RS11730	JN057_RS10755	SPCG_RS11380	SPG_RS10615	HMPREF1038_RS10785	EL271_RS10915	SPNHU15_RS10505	SPNHU17_RS10485	INV104_RS11050	SPNINV200_RS10795	SPJ_RS10950	MDRSPN_RS10495	AT689_RS02965	DQM66_RS10640	EL277_RS11355	SPNOXC_RS10680	SPP_RS11025	SPR_RS10140	BMJ42_RS11910	SPN032672_RS04780	SPN034156_RS05680	SPN034183_RS10695	SPN994038_RS10610	SPN994039_RS10615	SPNA45_RS11295	MYY_RS11090	SPT_RS10880	HMPREF0837_RS00995	CXP32_RS11305
PNEUPAN003882000	SPD_RS10650	SPV_RS10650	EF3030_RS10805	SPH_RS11650	SP_RS11165	SP670_RS11835	HKM25_RS11110	SP70585_RS11470	T308_RS10670	A66_RS09960	SPAP_RS11025	EL334_RS11415	EL263_RS10960	SPN23F_RS11400	ODS73_RS11735	JN057_RS10760	SPCG_RS11385	SPG_RS10620	HMPREF1038_RS10790	EL271_RS10920	SPNHU15_RS10510	SPNHU17_RS10490	INV104_RS11055	SPNINV200_RS10800	SPJ_RS10955	MDRSPN_RS10500	AT689_RS02960	DQM66_RS10645	EL277_RS11360	SPNOXC_RS10685	SPP_RS11030	SPR_RS10145	BMJ42_RS11915	SPN032672_RS04775	SPN034156_RS05685	SPN034183_RS10700	SPN994038_RS10615	SPN994039_RS10620	SPNA45_RS11300	MYY_RS11095	SPT_RS10885	HMPREF0837_RS01000	CXP32_RS11310
